ID,Site group (Japanese),Site name (Japanese),Locality name (Japanese),Cultural layer,Site group,Site name ,Locality name,Adress (Japanese),North Latitude,East Longitude,Geodetic system,Altitude (Tokyo Peil),Knife shaped tool,Trapeze（Trapezoid）,Axe shaped tool,Tangged point on blade,Triangulared pointed tool,Lanceolate shaped point,Biface,Micro blade,Mikoshiba type axe shaped tool,Tangged point,End scraper/Scraper,Burin,Whetstone,Hammer stone,Anvil stone,Pebble tool,Others (Japanease),Earthenware from the Incipient Jomon,Lithic cluster,Pebble cluster,Charcoal fragment concentration,Other features,Remark,Citation,CitationID1,CitationID2,Citation ID3,Citation ID4,Citation ID5,CitationID6,Research type,Creation date,Created by,Update date,Updated by,Coordinate check
ID,遺跡群名,遺跡名,地点・地区名,文化層・石器文化,遺跡群名読み方,遺跡名読み方,地点・地区名読み方,所在地,緯度,経度,測地系,標高,ナイフ形石器,台形（様）石器,斧形石器,剥片尖頭器,角錐状石器・三稜尖頭器,槍先形尖頭器,両面調整石器,細石刃・細石核等,神子柴型石斧,有茎（舌）尖頭器,掻器・削器,彫器,砥石,叩石,台石,礫器,その他の石器,草創期土器,ブロック･ユニット,礫群・配石,炭化物集中,その他の遺構,特記事項,文献,文献ID1,文献ID2,文献ID3,文献ID4,文献ID5,文献ID6,調査歴,作成年月日,作成者,更新年月日,更新者,位置修正
330131,,王子が岳南麓遺跡,,,,Ojigadake nanroku,,倉敷市児島唐琴町字嶽山1422-9/玉野市渋川,34.45725,133.880611,世界,15,○,,○,,,○,,,,○,○,,,○,,,石核・剥片,,,,,,,倉敷埋蔵文化財センター1995,B330053,,,,,,発掘調査,,藤原好二,20171118,光石鳴巳,1
330132,,井尻野遺跡,,,,Ijirino,,総社市井尻野東村,34.683056,133.731944,世界,30,,,,,,○,,,,,,,,,,,,,,,,,,総社市教育委員会1997,B330076,,,,,,採集資料,,藤原好二,,,
330133,,宝福寺裏山遺跡,,,,Hofukuji urayama,,総社市井尻野,34.691667,133.733333,世界,40,○,,,,,,,,,,,,,,,,,,,,,,,間壁葭子1966/総社市史編さん委員会1987/総社市史編さん委員会1998,B330097,B330077,B330124,,,,採集資料,,藤原好二,,,
330134,,浅尾遺跡,,,,Asao,,総社市小寺,34.680278,133.739444,世界,35,○,,,,,,,,,,,,,,,,翼状薄片/尖頭器未製品,,,,,,,総社市史編さん委員会1987/総社市史編さん委員会1998,B330077,B330124,,,,,採集資料,,藤原好二,,,
330135,,福島山遺跡,,,,Fukushimayama,,倉敷市船穂町福島,34.566111,133.695,世界,30,○,,,,,,,,,,,,,,,,矢柄研磨器,,,,,,,間壁葭子1974,B330098,,,,,,採集資料,,藤原好二,,,
330136,,新町,,,,shinmachi ,,倉敷市真備町岡田新町,34.645833,133.708611,世界,11,,,,,,,,,,,,,,,,,加工痕のある剥片,,,,,,,岡山県教育委員会2003c,B330030,,,,,,採集資料,,藤原好二,,,
330137,,陣山遺跡,,,,Jinyama,,高梁市松原町字陣山2716-1,34.83338,133.54066,世界,445,,,,,,○,,,,,○,,,,,,,,,,,,,高梁市教育委員会1999,B330078,,,,,,採集資料,,藤原好二,20171105,小嶋善邦,1
330138,,塩納成遺跡,,包含層,,Shionounaru,,赤磐郡瀬戸町塩納字成,34.763056,134.061111,世界,35,,,,,,,,,,,,,,,,,石核・剥片,,,,,,,岡山県教育委員会2003g,B330034,,,,,,採集資料,20050705,小嶋善邦,20171105,小嶋善邦,1
330139,,平木,,,,Hiraki,,赤磐市弥上字平木,34.769722,134.055278,世界,140,,,,,,,,,,,,,,,,,剥片,,,,,,,岡山県教育委員会2003g,B330034,,,,,,採集資料,20050705,小嶋善邦,20171105,小嶋善邦,1
330140,,平木,,,,Hiraki,,赤磐市弥上字平木,34.771111,134.055833,世界,130,,,,,,,,,,,,,,,,,チョッピングツール？,,,,,,,和気郡史刊行会1981b/和気郡史刊行会1981a,B330105,B330104,,,,,採集資料,20050705,小嶋善邦,20171105,小嶋善邦,1
330141,,木下,,,,Kinoshita,,赤磐市弥上字平木下,34.775278,134.059722,世界,120,,,,,,,,,,,,,,,,,剥片,,,,,,,岡山県教育委員会2003g,B330034,,,,,,採集資料,20050705,小嶋善邦,20171105,小嶋善邦,1
330142,,坂口,,,,Sakaguchi,,赤磐市可真下字坂口,34.791944,134.066944,世界,50,,,,,,,,,,,,,,,,,尖頭器,,,,,,,熊山町市編纂委員会1994,B330049,,,,,,採集資料,20050705,小嶋善邦,20171105,小嶋善邦,1
330143,,狼穴洞穴遺跡,,,,Ookamiana cave,,備前市日生町寒河字中日生,34.75054,134.31465,世界,170,,,○,,,,,,,,,,,,,,打製石斧？,,,,,,,和気郡史刊行会1981b/和気郡史刊行会1981a,B330105,B330104,,,,,採集資料,20050706,小嶋善邦,20171105,小嶋善邦,1
330144,,鴻島長坂遺跡,,,,Kounoshimanagasaka,,備前市日生町日生,34.70244,134.25351,世界,5,,,,,,,,,,,○,,,,,,,,,,,,,和気郡史刊行会1981b/和気郡史刊行会1981a,B330105,B330104,,,,,採集資料,20050706,小嶋善邦,20171105,小嶋善邦,1
330145,,鹿久居島ゲンジ東遺跡,,,,Kakuijimagenjinishi,,備前市日生町日生,34.71292,134.28708,世界,1,,,,,,,,,,,,,,,,,剥片,,,,,,,岡山県教育委員会2003g,B330034,,,,,,採集資料,20050706,小嶋善邦,20171105,小嶋善邦,1
330146,,鹿久居島貝ノ前遺跡,,,,Kakuijimakinomae,,備前市日生町日生,34.717222,134.338611,世界,1,,,○,,,,,,,,○,,,,,,,,,,,,,和気郡史刊行会1981b/和気郡史刊行会1981a,B330105,B330104,,,,,採集資料,20050706,小嶋善邦,20171105,小嶋善邦,1
330147,,鹿久居島中泊り遺跡,,,,Kakuijimanakatomari,,備前市日生町日生,34.713056,134.301111,世界,1,,,,,,○,,,,,○,,,,,,,,,,,,,和気郡史刊行会1981b/和気郡史刊行会1981a,B330105,B330104,,,,,採集資料,20050706,小嶋善邦,20171105,小嶋善邦,1
330148,,神道遺跡,,,,Shindou,,瀬戸内市牛窓町神道,34.627222,134.156944,世界,166,,,,,,,,,,,,,,,,,剥片,,,,,,,牛窓町史編纂委員会1997,B330006,,,,,,採集資料,20050707,小嶋善邦,20171105,小嶋善邦,1
330149,,長谷遺跡,,,,Nagatani,,瀬戸内市牛窓町鹿忍長谷,34.6033,134.11883,世界,140,,,,,,,,,,○,,,,,,,,,,,,,,牛窓町史編纂委員会1997,B330006,,,,,,採集資料,20050707,小嶋善邦,20171105,小嶋善邦,1
330150,,前島網代崎遺跡,第１地点,,,Maejiroajirozaki,Loc.1,瀬戸内市牛窓町牛窓網代崎,34.61414,134.19773,世界,50,,,,,,,,,,,○,,,,,,剥片,,,,,,,牛窓町史編纂委員会1997,B330006,,,,,,採集資料,20050707,小嶋善邦,20171105,小嶋善邦,1
330151,,前島網代崎遺跡,第２地点,,,Maejiroajirozaki,Loc.2,瀬戸内市牛窓町牛窓網代崎,34.61613,134.20117,世界,10,,,,,,,,,,,,,,,,,石核,,,,,,,牛窓町史編纂委員会1997,B330006,,,,,,採集資料,20050707,小嶋善邦,20171105,小嶋善邦,1
330152,,前島網代崎遺跡,第３地点,,,Maejiroajirozaki,Loc.3,瀬戸内市牛窓町牛窓網代崎,34.6158,134.19997,世界,20,,,,,,,,,,,,,,,,,原石？,,,,,,旧石器～弥生のいずれかの時代,牛窓町史編纂委員会1997,B330006,,,,,,採集資料,20050707,小嶋善邦,20171105,小嶋善邦,1
330153,,青島遺跡,第１地点,,,Aoshima,Loc.1,瀬戸内市牛窓町牛窓青島,34.61211,134.20873,世界,20,○,,,,,,,,,,,,,,,,加工痕のある剥片,,,,,,,牛窓町史編纂委員会1997,B330006,,,,,,採集資料,20050707,小嶋善邦,20171105,小嶋善邦,1
330154,,黄島遺跡,第３地点,,,Kishima,Loc.3,瀬戸内市牛窓町牛窓黄島,34.59817,134.1958,世界,40,○,,,,,,,,,,,,,,,,,,,,,,,牛窓町史編纂委員会1997,B330006,,,,,,採集資料,20050707,小嶋善邦,20171105,小嶋善邦,1
330155,,黒島貝塚,,下層,,Kuroshima,,瀬戸内市牛窓町牛窓黒島,34.5975,134.158889,世界,33,,,,,,,,,,,,,,,,,楔形石器,,,,,,貝塚下層中出土,牛窓町史編纂委員会1997,B330006,,,,,,発掘調査,20050707,小嶋善邦,20171105,小嶋善邦,1
330156,,広高山遺跡,,,,Hirotakayama,,瀬戸内市長船町西須恵字広高山,34.676389,134.145556,世界,166,○,,,,○,○,,,,,○,,,,,,,,,,,,,長船町史編纂委員会1998/安川豊史1985,B330079,B330101,,,,,発掘調査,20050708,小嶋善邦,20171105,小嶋善邦,1
330157,,西谷遺跡,,包含層,,Nishidani,,瀬戸内市長船町西須恵字西谷,34.681667,134.135,世界,12,○,,,,,,,,,,,,,,,,,,,,,,,長船町史編纂委員会1998/岡山県長船町教育委員会1985,B330079,B330008,,,,,発掘調査,20050708,小嶋善邦,20171105,小嶋善邦,1
330158,,丸山遺跡,,包含層,,Maruyama,,瀬戸内市長船町服部字丸山,34.71,134.109722,世界,6,○,,,,,,,,,,,,,,,,,,,,,,,長船町史編纂委員会1998/岡山県長船町教育委員会1997,B330079,B330009,,,,,発掘調査,20050708,小嶋善邦,20171105,小嶋善邦,1
330159,,坂田遺跡,第２地点,包含層,,Sakata,Loc.2,備前市鶴海字坂田,34.711389,134.228611,世界,30,,,,,,○,,,,,,,,,,,,,,,,,,備前市教育委員会1974/和気郡史刊行会1981ａ/和気郡史刊行会1981ｂ,B330089,B330104,B330105,,,,発掘調査,20050708,小嶋善邦,20171105,小嶋善邦,1
330160,,亀井戸遺跡,,包含層,,Kameido haiji,,備前市佐山亀井戸,34.690556,134.168056,世界,32,○,,,,,,,,,,,,,,,,翼状剥片,,,,,,旧名：亀井戸廃寺,備前市教育委員会1984,B330090,,,,,,発掘調査,20050708,小嶋善邦,20171105,小嶋善邦,1
330161,,下山田梶ヶ鼻遺跡,,包含層,,Shimoyamadakajigabana,,瀬戸内市邑久町下山田字梶ヶ鼻,34.653056,134.105,世界,1,○,,,,,,,,,,,,,,,,,,,,,,,岡山県教育委員会1988a/邑久町史編纂委員会2006/邑久町史編纂委員会2009,B330019,B330107,B330130,,,,発掘調査,20050708,小嶋善邦,20171105,小嶋善邦,1
330164,野原遺跡群,野原遺跡,早風Ａ地点,,Nobara,Nobara,Loc.Hayakaze A,新見市神郷高瀬字野原,35.098889,133.351389,世界,530,○,○,○,,,,,○,,,○,○,○,○,○,○,楔形石器／投弾,,○,○,○,,,岡山県教育委員会1979b/岡山県教育委員会1979c/平井勝1984/平井勝1986/平井勝1987a,B330014,B330013,B330133,B330142,B330149,,発掘調査,20050705,小嶋善邦,20171105,小嶋善邦,1
330165,,天神坂遺跡,,包含層,,Tenjinzaka,,岡山市北区大内田字天神坂,34.6275,133.83971,世界,83,○,,,,,,,,,,,,,,,,,,,,,,,岡山県教育委員会1983,B330017,,,,,,発掘調査,20050705,小嶋善邦,20171105,小嶋善邦,1
330166,,大田茶屋遺跡,,,,Ootachaya,,津山市大田字茶屋,35.091944,134.000556,世界,125,,,,,,,,○,,,,,,,,,,,,,,,,岡山県教育委員会1998a,B330025,,,,,,発掘調査,20050901,新谷俊典,,,
330167,,稲荷遺跡,,,,Inari,,津山市草加部字稲荷,35.095556,134.074167,世界,130,,,,,,,,,,○,,,,,,,石核,,,,,,,津山市教育委員会1990,B330082,,,,,,発掘調査,20050901,新谷俊典,,,
330168,,大開遺跡,,,,Oobiraki,,津山市二宮字大開,35.06687,133.96147,世界,135,○,,,,,,,,,,,,,,,,,,,,,,,津山市教育委員会1994b/津山市教育委員会1998,B330084,B330126,,,,,発掘調査,20050901,新谷俊典,20171105,小嶋善邦,1
330169,,押入西遺跡,,,,Oshiirenishi,,津山市押入,35.06999,134.03626,世界,130,○,,,,,,,,,,,,,,,,,,,,,,,津山市教育委員会1982/津山市教育委員会1987/津山市教育委員会1998,B330080,B330125,B330126,,,,発掘調査,20050901,新谷俊典,20171105,小嶋善邦,1
330170,,天神原遺跡,,,,Tenjinbara,,津山市河辺字天神原,35.062,134.05225,世界,150,○,,,,,,,,,,,,,,,,,,,,,,,岡山県教育委員会1975a/津山市教育委員会1998,B330010,B330126,,,,,発掘調査,20050901,新谷俊典,20171105,小嶋善邦,1
330171,,日上畝山古墳群,,,,Hikamiuneyama kofungun,,津山市日上字畝山南,35.051389,134.028889,世界,105,○,,,,,,,,,,,,,,,,,,,,,,,津山市教育委員会2007,B330109,,,,,,発掘調査,20050901,新谷俊典,,,
330172,,崩レ塚遺跡,,,,Kuzurezuka,,津山市金井字崩レ塚,35.03878,134.05347,世界,130,○,,,,,,,,,,,,,,,,,,,,,,,津山市教育委員会1989,B330081,,,,,,発掘調査,20050901,新谷俊典,20171105,小嶋善邦,1
330173,,別所谷遺跡,,,,Besshodani,,津山市金井字別所谷,35.041389,134.054722,世界,130,,,,,,,,,,,,,,,,,石核/翼状剥片,,,,,,,津山市教育委員会1994a,B330083,,,,,,発掘調査,20050901,新谷俊典,,,
330174,,黒岩高原,,,,Kuroiwa kougen,,津山市阿波,35.275278,134.133889,世界,930,,,,,,,,,,,,,,,,,,,,,,,遺物なし,岡山県教育委員会2003f,B330031,,,,,,分布調査,20050901,新谷俊典,,,
330175,,領家遺跡,,,,Ryouke,,津山市領家,35.05654,133.92027,世界,130,,,,,,,,,○,,,,,,,,,,,,,,,岡山県教育委員会1975ｂ,B330011,,,,,,発掘調査,20050901,新谷俊典,20171105,小嶋善邦,1
330176,,宮尾遺跡,,,,Miyao,,津山市宮尾,35.05774,133.92578,世界,125,○,,,,,,,,,,,,,,,,,,,,,,,岡山県教育委員会1973/岡田博・小嶋善邦・米田克彦2002,B330110,B330007,,,,,発掘調査,20050901,新谷俊典,20171105,小嶋善邦,1
330177,,白橋逧遺跡,,,,Shirahashisako,,苫田郡鏡野町養野,35.187778,133.920556,世界,380,,,,,,,,,,,△,,,,,,,,,,,,,岡山県教育委員会2003e,B330029,,,,,,採集資料,20050901,新谷俊典,,,
330178,恩原遺跡群,恩原１遺跡,,R文化層,Onbara,Onbara,Loc.1,苫田郡鏡野町上斎原字恩原,35.30605,133.99109,世界,730,○,,,,,,,,,,,,,,,,石核/石刃,,○,,,炉址/砂礫堆,,稲田孝司1986a/稲田孝司1986ｂ/稲田孝司1989/稲田孝司1996/稲田孝司2001/稲田孝司2009/平井勝1987ｂ,B330001,B330140,B330002,B330004,B330146,B330144,発掘調査,20050901,新谷俊典,20180422,小嶋善邦,1
330179,恩原遺跡群,恩原１遺跡,,O文化層,Onbara,Onbara,Loc.1,苫田郡鏡野町上斎原字恩原,35.30605,133.99109,世界,730,○,,,,,,,,,,,,,,,,石核,,○,,○,,,稲田孝司1986a/稲田孝司1996/稲田孝司2001/稲田孝司2002/稲田孝司2009/平井勝1987ｂ,B330001,B330004,B330146,B330005,B330144,B330150,発掘調査,20050901,新谷俊典,20180422,小嶋善邦,1
330180,恩原遺跡群,恩原１遺跡,,S文化層,Onbara,Onbara,Loc.1,苫田郡鏡野町上斎原字恩原,35.30605,133.99109,世界,730,○,,,,,,,,,,○,,,,,,,,○,,,,,稲田孝司1986a/稲田孝司1986b/稲田孝司1996/稲田孝司2001/稲田孝司2009/平井勝1987ｂ,B330001,B330140,B330004,B330146,B330144,B330150,発掘調査,20050901,新谷俊典,20180422,小嶋善邦,1
330181,恩原遺跡群,恩原１遺跡,,M文化層,Onbara,Onbara,Loc.1,苫田郡鏡野町上斎原字恩原,35.30605,133.99109,世界,730,,,,,,○,,○,,,○,○,,,,,加工痕のある剥片/使用痕のある剥片,,○,,,,,稲田孝司1986a/稲田孝司1996/光石鳴巳2003/稲田孝司2001/稲田孝司2009/平井勝1987ｂ,B330001,B330004,B330099,B330146,B330144,B330150,発掘調査,20050901,新谷俊典,20180422,小嶋善邦,1
330182,恩原遺跡群,恩原２遺跡,,R文化層,Onbara,Onbara,Loc.2,苫田郡鏡野町上斎原字恩原,35.30572,133.99037,世界,730,,,,,,,,,,,,,,,,,加工痕のある剥片/粗割礫/原石/石核/剥片/砕片,,○,,,,,稲田孝司1986a/稲田孝司1996/稲田孝司2001/平井勝1987ｂ,B330001,B330004,B330146,B330150,,,発掘調査,20050901,新谷俊典,20180422,小嶋善邦,1
330183,恩原遺跡群,恩原２遺跡,,S文化層,Onbara,Onbara,Loc.2,苫田郡鏡野町上斎原字恩原,35.30572,133.99037,世界,730,○,,,,,,,,,,○,,,○,,,石刃/加工痕のある剥片/使用痕のある剥片/楔形石器/石核/粗割礫/原石/剥片/砕片,,○,△,,,,稲田孝司1986a/稲田孝司1996/稲田孝司2001/平井勝1987ｂ,B330001,B330004,B330146,B330150,,,発掘調査,20050901,新谷俊典,20180422,小嶋善邦,1
330184,恩原遺跡群,恩原２遺跡,,M文化層,Onbara,Onbara,Loc.2,苫田郡鏡野町上斎原字恩原,35.30572,133.99037,世界,730,,,,,,,,○,,,○,○,,,,,加工痕のある剥片/使用痕のある剥片/石核/剥片/砕片,,○,,,,,稲田孝司1986a/稲田孝司1996/稲田孝司2001/平井勝1987ｂ,B330001,B330004,B330146,B330150,,,発掘調査,20050901,新谷俊典,20180422,小嶋善邦,1
330185,恩原遺跡群,恩原３遺跡,,,Onbara,Onbara,Loc.3,苫田郡鏡野町上斎原字恩原,35.30495,133.98998,世界,730,○,,,,,,,,,,○,,,,,,楔形石器削片/石核/剥片,,,,,,,稲田孝司1996/脇山康・安川豊史2000,B330004,B330123,,,,,採集資料,20050901,新谷俊典,20180422,小嶋善邦,1
330186,恩原遺跡群,恩原４遺跡,,,Onbara,Onbara,Loc.4,苫田郡鏡野町上斎原字恩原,35.30055,133.98908,世界,730,,,,,,,,,,,,,,,,,石核/剥片,,,,,,,稲田孝司1996,B330004,,,,,,採集資料,20050901,新谷俊典,20180422,小嶋善邦,1
330187,恩原遺跡群,恩原５遺跡,,,Onbara,Onbara,Loc.5,苫田郡鏡野町上斎原字恩原,35.30192,133.98704,世界,730,,,,,,,,,,,,,,,,,剥片,,,,,,,稲田孝司1996,B330004,,,,,,採集資料,20050901,新谷俊典,20180422,小嶋善邦,1
330188,恩原遺跡群,恩原６遺跡,,,Onbara,Onbara,Loc.6,苫田郡鏡野町上斎原字恩原,35.30265,133.98655,世界,730,,,,,,,,,,,△,,,,,,楔形石器削片/加工痕のある剥片/原石/剥片,,,,,,,稲田孝司1996,B330004,,,,,,採集資料,20050901,新谷俊典,20180422,小嶋善邦,1
330189,恩原遺跡群,恩原７遺跡,,,Onbara,Onbara,Loc.7,苫田郡鏡野町上斎原字恩原,35.30627,133.98925,世界,730,○,,,,,,,,,,,,,,,,楔形石器削片/石核/剥片,,,,,,,稲田孝司1996,B330004,,,,,,採集資料,20050901,新谷俊典,20180422,小嶋善邦,1
330190,恩原遺跡群,恩原８遺跡,,,Onbara,Onbara,Loc.8,苫田郡鏡野町上斎原字恩原,35.31553,133.9941,世界,750,,,,,,,,,,,,,,,,,楔形石器/剥片,,,,,,,稲田孝司1996,B330004,,,,,,採集資料,20050901,新谷俊典,20171105,小嶋善邦こ,1
330191,恩原遺跡群,恩原９遺跡,,,Onbara,Onbara,Loc.9,苫田郡鏡野町上斎原字恩原,35.30496,133.9927,世界,740,,,,,,,,,,,,,,,,,剥片,,,,,,,稲田孝司1996,B330004,,,,,,採集資料,20050901,新谷俊典,20180422,小嶋善邦,1
330192,恩原遺跡群,恩原１０遺跡,,,Onbara,Onbara,Loc.10,苫田郡鏡野町上斎原字恩原,35.30467,133.99359,世界,740,,,,,,,,,,,,,,,,,剥片/砕片,,,,,,,稲田孝司1996,B330004,,,,,,採集資料,20050901,新谷俊典,20180422,小嶋善邦,1
330193,,寺屋敷遺跡,,,,Terayashiki,,苫田郡鏡野町下ノ郷字寺屋敷,35.275,133.924167,世界,500,,,,,,,,,,,,,,,,,剥片,,,,,,,岡山県教育委員会2003e,B330029,,,,,,採集資料,20050901,新谷俊典,,,
330194,,高屋B遺跡,,,,Takaya B,,真庭市高屋,35.05106,133.74457,世界,160,,,,,,,,,,○,,,,,,,,,,,,,,岡山県教育委員会1981b/落合町教育委員会1983,B330016,B330143,,,,,発掘調査,20050901,新谷俊典,20171105,小嶋善邦,1
330195,,郡遺跡,,,,Koori,,真庭市鹿田字須之内,35.000278,133.729444,世界,130,,,,,,,,,,,○,,,,,,石核,,,,,,,落合町教育委員会2004,B330038,,,,,,発掘調査,20050901,新谷俊典,,,
330196,,上の原A遺跡,,,,Uenohara A,,真庭市小童谷字湯川,35.218056,133.713889,世界,400,,,,,,,,○,,,,,,,,,,,,,,,,岡山県教育委員会2003a,B330027,,,,,,採集資料,20050901,新谷俊典,,,
330197,,田和D遺跡,,,,Tawa D,,真庭市小童谷字田和,35.213889,133.700833,世界,390,,,,,,,,,,,,,,,,,剥片,,,,,,,岡山県教育委員会2003a,B330027,,,,,,採集資料,20050901,新谷俊典,,,
330198,,ヒロダン・小坂向遺跡,,,,Hirodan-Kosakamukai,,真庭市見明戸,35.184167,133.666111,世界,490,,,,,,,,,,,△,,,,,,,,,,,,,岡山県教育委員会2003i,B330033,,,,,,発掘調査,20050901,新谷俊典,,,
330199,,宇田遺跡,,,,Uda,,真庭市蒜山上長田字上中野,35.295556,133.705,世界,460,,,,,,,,,,,,,,,,,剥片,,,,,,,岡山県教育委員会2003a,B330027,,,,,,採集資料,20050901,新谷俊典,,,
330200,,竜頭遺跡,,,,Ryuzu,,真庭市蒜山上長田字龍頭,35.291944,133.706111,世界,440,,,,,○,,,,,,,,,,,,,,,,,,,鎌木義昌・小林博昭1987/小林博昭1987,B330046,B330059,,,,,発掘調査,20050901,新谷俊典,,,
330201,,道目木遺跡,,,,Doumeki,,真庭市蒜山上長田字道目木,35.292778,133.709444,世界,450,,,,,,,,,,,,,,,,,剥片,,,,,,,白石純1994,B330070,,,,,,採集資料,20050901,新谷俊典,,,
330202,,笹畝遺跡,第１地点,,,Sasaune,Loc.1,真庭市蒜山上長田字笹畝,35.303333,133.713056,世界,480,○,,,,,,,,,,○,,,,,,石核/剥片,,○,○,,,,小林博昭1987/小林博昭1988/白石純・小野伸1995,B330147,B330060,B330071,,,,発掘調査,20050901,新谷俊典,,,
330203,,笹畝遺跡,第２地点,,,Sasaune,Loc.2,真庭市蒜山上長田字笹畝,35.300278,133.709722,世界,460,○,,,○,○,,,,,,○,○,,,,,錐/ノッチ/尖頭状石器/石核/剥片,,○,○,,,,白石純1988/白石純1990/白石純・小野伸1995/白石純・小林博昭1998,B330068,B330069,B330071,B330072,,,発掘調査,20050901,新谷俊典,,,
330204,,笹畝遺跡,第３地点,,,Sasaune,Loc.3,真庭市蒜山上長田字笹畝,35.299444,133.708333,世界,460,,,,,,,,,,,,,,,,,石核/剥片,,,,,,,白石純1994,B330070,,,,,,採集資料,20050901,新谷俊典,,,
330205,,戸谷遺跡,第１地点,Ⅱ～Ⅲ層,,Todani,Loc.1,真庭市蒜山下長田字戸谷,35.30879,133.71874,世界,480,○,,,,,△,,,,,○,,,,,,石核/剥片,,○,○,,,,白石純1983/鎌木義昌・小林博昭1986a/小林博昭1987a/小林博昭1987b,B330073,B330044,B330059,B330147,,,発掘調査,20050901,新谷俊典,20171105,小嶋善邦,1
330206,,戸谷遺跡,第１地点,Ⅹ層,,Todani,Loc.1,真庭市蒜山下長田字戸谷,35.30879,133.71874,世界,480,○,○,○,,,,,,,,○,○,,○,,,錐/ノッチ/楔形石器/石核/粗割礫/剥片,,○,○,,,炭素年代23400+-2500ｙｒB.P.,鎌木義昌・小林博昭1986a/小林博昭1987a/小林博昭1987b,B330044,B330059,B330147,,,,発掘調査,20050901,新谷俊典,20171105,小嶋善邦,1
330207,,戸谷遺跡,第２地点,,,Todani,Loc.2,真庭市蒜山下長田字戸谷,35.307222,133.720278,世界,470,○,,,,○,,,○,,,○,,,,,,,,,,,遺構なし,,白石純1983/鎌木義昌・小林博昭1986a/光石鳴巳2003,B330073,B330044,B330099,,,,発掘調査,20050901,新谷俊典,20171125,小嶋善邦,1
330208,,戸谷遺跡,第４地点,Ⅹ層,,Todani,Loc.4,真庭市蒜山下長田字戸谷,35.3025,133.723611,世界,450,○,,○,,,○,,,,,○,,,,,,ノッチ/石核/剥片,,○,○,,,,白石純1983/鎌木義昌・小林博昭1986a/小林博昭1987a/小林博昭1987b,B330073,B330044,,,,,発掘調査,20050901,新谷俊典,,,
330209,,戸谷遺跡,第４地点,最下層,,Todani,Loc.4,真庭市蒜山下長田字戸谷,35.3025,133.723611,世界,450,,,,,,,,,,,,,,,,○,剥片,,,,,,,鎌木義昌・小林博昭1986a/小林博昭1987a/小林博昭1987b,B330044,B330059,B330147,,,,発掘調査,20050901,新谷俊典,,,
330210,,戸谷遺跡,第５地点,Ⅹ層,,Todani,Loc.5,真庭市蒜山下長田字戸谷,35.3025,133.723611,世界,450,○,,○,,,,,,,,○,,,,,,楔形石器/石核/粗割礫/剥片,,○,○,,,,鎌木義昌・小林博昭1984/鎌木義昌・小林博昭1986a/小林博昭1987a/小林博昭1987b,B330148,B330044,B330059,B330147,,,発掘調査,20050901,新谷俊典,,,
330211,,戸谷遺跡,第５地点,礫層,,Todani,Loc.5,真庭市蒜山下長田字戸谷,35.3025,133.723611,世界,450,,,,,,,,,,,,,,,,○,剥片,,,,,,,鎌木義昌・小林博昭1984/鎌木義昌・小林博昭1986a,B330148,B330044,B330059,,,,発掘調査,20050901,新谷俊典,,,
330212,,戸谷遺跡,第６地点,,,Todani,Loc.6,真庭市蒜山下長田字戸谷,35.301111,133.726111,世界,450,,,,,,,,,,,,,,,,,石核/剥片,,,,,,,岡山県教育委員会2003a,B330027,,,,,,採集資料,20050901,新谷俊典,,,
330213,,牧野遺跡,第１地点,,,Makino,Loc.1,真庭市蒜山下長田字牧野,35.301111,133.722222,世界,460,,,,,,,,,,,,,,,,,剥片,,,,,,,白石純1984a,B330073,,,,,,採集資料,20050901,新谷俊典,,,
330214,,牧野遺跡,第２地点,,,Makino,Loc.2,真庭市蒜山下長田字牧野,35.301944,133.721667,世界,460,,,,,,,,,,,,,,,,,旧石器,,,,,,,岡山県教育委員会2003a,B330027,,,,,,採集資料,20050901,新谷俊典,,,
330215,,牧野遺跡,第３地点,,,Makino,Loc.3,真庭市蒜山下長田字牧野,35.301944,133.722778,世界,460,,,,,,○,,,,,△,,,,,,剥片,,,,,,,白石純1983,B330073,,,,,,採集資料,20050901,新谷俊典,,,
330216,,牧野遺跡,第４地点,,,Makino,Loc.4,真庭市蒜山下長田字牧野,35.30126,133.72349,世界,455,,,,,,,,○,,,,,,,,,石核/原石/剥片,,,,,,,白石純1984a/白石純・小野伸1995/新谷俊典・美甘隆夫2004,B330073,B330071,B330087,,,,採集資料,20050901,新谷俊典,20171105,小嶋善邦,1
330217,,牧野遺跡,第５地点,,,Makino,Loc.5,真庭市蒜山下長田字牧野,35.305278,133.72,世界,470,○,,,,,,,,,,○,,,,,,楔形石器/石核/剥片,,○,○,,,,白石純1984c/鎌木義昌・小林博昭1986b/小林博昭1987a/小林博昭1988,B330073,B330045,B330059,B330060,,,発掘調査,20050901,新谷俊典,20171125,小嶋善邦,1
330218,,東遺跡,,,,Higashi,,真庭市蒜山下長田字中野,35.294722,133.732222,世界,430,,,,,,○,,○,○,,○,○,,○,,○,楔形石器/石核/剥片,,○,△,,,,白石純1984c/白石純1990/白石純・小林博昭2001/蒜山教育事務組合教育委員会2003/新谷俊典2004,B330073,B330069,B330073,B330091,B330086,,発掘調査,20050901,新谷俊典,,,
